product_id,name,name_amharic,description,description_amharic,category,subcategory,price,currency,brand,manufacturer,city,area,delivery_available,delivery_time_days,rating,review_count,stock_status,stock_quantity,weight_kg,dimensions,warranty_months,date_added,last_updated,seller_name,seller_rating,tags
ETP02305,ስማርት ሻይ ፕሮ,ባህላዊ ማሽን,"Berbere spice. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Bahir Dar, City Center. ",,Food & Beverages,Spices,4100,ETB,Green Farms,Made in Dire Dawa,Bahir Dar,City Center,Yes,2,3.8,202,In Stock,887,31.58,66x92x44 cm,0,2024-06-08,2025-12-05,Bahir Dar Mart,4.7,"Food & Beverages,Spices,Bahir Dar,Ethiopian-made"
ETP03724,ከፍተኛ ቡና ኤክስ,,"Traditional dried meat. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Addis Ababa, Merkato. ",,Food & Beverages,Meat Products,6700,ETB,Green Farms,Made in Dire Dawa,Addis Ababa,Merkato,No,0,4.6,472,In Stock,539,40.14,69x68x17 cm,6,2025-01-11,2025-11-30,Addis Ababa Mart,3.8,"Food & Beverages,Meat Products,Addis Ababa,Ethiopian-made"
ETP08285,ኢትዮጵያ ስልክ ኤስ,ባህላዊ ላፕቶፕ,"Traditional cosmetics. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Addis Ababa, Megenagna. Perfect for Ethiopian New Year. ",,Health & Beauty,Cosmetics,5400,ETB,Lucy Beauty,Made in Addis Ababa,Addis Ababa,Megenagna,Yes,5,5.0,184,In Stock,469,22.72,72x67x10 cm,3,2025-04-26,2025-12-02,Addis Ababa Store,4.7,"Health & Beauty,Cosmetics,Addis Ababa,Ethiopian-made"
ETP04994,ከፍተኛ መጽሐፍ ኤስ,ማርያም ቲቪ,"Weights. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Jijiga, Regional Center. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ gym equipment,Sports,Gym Equipment,500,ETB,Adidas Ethiopia,Made in Dire Dawa,Jijiga,Regional Center,Yes,5,3.5,73,In Stock,114,5.03,49x67x27 cm,0,2025-02-27,2025-11-22,Jijiga Mart,4.2,"Sports,Gym Equipment,Jijiga,Imported"
ETP08128,ማርያም ስልክ ኤስ,ከፍተኛ ልብስ,"Training gear. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Gondar, Royal City. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ football,Sports,Football,2400,ETB,Nike Ethiopia,Made in Addis Ababa,Gondar,Royal City,No,0,5.0,468,Out of Stock,0,5.84,60x35x40 cm,24,2025-08-09,2025-12-15,Gondar Enterprises,3.2,"Sports,Football,Gondar,Imported"
ETP03033,ብርሃን ሻይ ዩኒቭርሳል,,"Modern home decor. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Addis Ababa, Bole. Perfect for holiday season. ",,Home & Kitchen,Decor,5500,ETB,Habesha Decor,Made in Ethiopia,Addis Ababa,Bole,Yes,6,3.4,454,In Stock,535,37.33,73x20x28 cm,24,2024-09-06,2025-11-20,Addis Ababa Store,4.7,"Home & Kitchen,Decor,Addis Ababa,Imported"
ETP07939,Ethiopian Meat Products Premium,ከፍተኛ ላፕቶፕ,"Traditional dried meat. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Adama, Bishoftu Road. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ meat products,Food & Beverages,Meat Products,100,ETB,Addis Pasta,Made in Addis Ababa,Adama,Bishoftu Road,No,0,4.3,203,Low Stock,505,8.14,41x97x19 cm,24,2024-08-27,2025-12-10,Adama Mart,4.6,"Food & Beverages,Meat Products,Adama,Ethiopian-made"
ETP03040,ባህላዊ ቡና ኤስ,ኢትዮጵያ ጠረጴዛ,"Ethiopian history books. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Hawassa, Lake Side. ",,Books,History,4700,ETB,EPHI Press,Made in Ethiopia,Hawassa,Lake Side,Yes,7,3.5,422,In Stock,993,44.64,56x27x20 cm,6,2025-09-03,2025-11-27,Hawassa Trading,4.4,"Books,History,Hawassa,Ethiopian-made"
ETP09656,ኢትዮጵያ መጽሐፍ ኤስ,ሃይለ መጽሐፍ,"Textbooks. Made in Ethiopia with high quality materials. Suitable for office use. Available in Addis Ababa, Bole. ",,Books,Educational,2500,ETB,EPHI Press,Made in Bahir Dar,Addis Ababa,Bole,Yes,7,5.0,155,In Stock,295,49.25,79x79x17 cm,3,2025-07-23,2025-11-22,Addis Ababa Enterprises,4.9,"Books,Educational,Addis Ababa,Ethiopian-made"
ETP02546,ሰላም ካሜራ ስፔሻል,ስማርት ጠረጴዛ,"Traditional clay pots. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Addis Ababa, Piassa. ",,Home & Kitchen,Cookware,8700,ETB,Addis Home,Made in Bahir Dar,Addis Ababa,Piassa,No,0,3.2,118,In Stock,497,23.35,41x35x35 cm,3,2025-02-07,2025-12-01,Addis Ababa Enterprises,4.3,"Home & Kitchen,Cookware,Addis Ababa,Imported"
ETP02593,Ethiopian Gym Equipment Pro,ዘመናዊ ማሽን,"Exercise machines. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Bahir Dar, City Center. Perfect for holiday season. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ gym equipment,Sports,Gym Equipment,10600,ETB,Nike Ethiopia,Made in Dire Dawa,Bahir Dar,City Center,Yes,2,4.3,369,In Stock,313,31.86,43x81x43 cm,12,2025-02-25,2025-12-04,Bahir Dar Trading,3.1,"Sports,Gym Equipment,Bahir Dar,Ethiopian-made"
ETP01189,ከፍተኛ ካሜራ ኤክስ,ዘመናዊ ላፕቶፕ,"Training equipment. Made in Ethiopia with high quality materials. Suitable for home use. Available in Addis Ababa, Bole. ",,Sports,Running,600,ETB,Nike Ethiopia,Made in Dire Dawa,Addis Ababa,Bole,No,0,3.4,467,Low Stock,627,45.45,63x48x25 cm,6,2025-08-25,2025-11-30,Addis Ababa Store,4.9,"Sports,Running,Addis Ababa,Ethiopian-made"
ETP07967,ብርሃን ሻይ ስፔሻል,,"Protein supplements. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Harar, Old City. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ supplements,Health & Beauty,Supplements,250,ETB,Ethio Pharma,Made in Ethiopia,Harar,Old City,No,0,5.0,363,Out of Stock,0,15.22,25x27x17 cm,6,2025-03-15,2025-12-08,Harar Shop,4.1,"Health & Beauty,Supplements,Harar,Ethiopian-made"
ETP06078,ከፍተኛ ሻይ ኤስ,,"Training gear. Made in Ethiopia with high quality materials. Suitable for home use. Available in Addis Ababa, Bole. Perfect for holiday season. ",,Sports,Football,1600,ETB,Abebe Bikila Sports,Made in Bahir Dar,Addis Ababa,Bole,No,0,4.3,483,In Stock,666,22.49,26x27x16 cm,24,2024-11-25,2025-11-22,Addis Ababa Enterprises,4.7,"Sports,Football,Addis Ababa,Ethiopian-made"
ETP00108,ስማርት መጽሐፍ ዩኒቭርሳል,ስማርት ስልክ,"Health supplements. Made in Ethiopia with high quality materials. Suitable for home use. Available in Adama, Bishoftu Road. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ medicines,Health & Beauty,Medicines,400,ETB,Lucy Beauty,Made in Ethiopia,Adama,Bishoftu Road,Yes,6,4.2,18,In Stock,319,9.97,90x88x16 cm,3,2025-02-05,2025-12-05,Adama Enterprises,4.5,"Health & Beauty,Medicines,Adama,Ethiopian-made"
ETP01316,ከፍተኛ ካሜራ ፕላስ,ባህላዊ ልብስ,"Traditional scarves. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Addis Ababa, Megenagna. ",,Fashion,Traditional Wear,550,ETB,Habesha Wear,Made in Bahir Dar,Addis Ababa,Megenagna,No,0,3.7,293,Out of Stock,0,25.15,50x61x37 cm,24,2024-03-04,2025-12-05,Addis Ababa Shop,4.7,"Fashion,Traditional Wear,Addis Ababa,Ethiopian-made"
ETP08188,ሃይለ መጽሐፍ ኤስ,ማርያም ላፕቶፕ,"Office furniture. Made in Ethiopia with high quality materials. Suitable for home use. Available in Gondar, Royal City. ",,Home & Kitchen,Furniture,6300,ETB,Addis Home,Made in Dire Dawa,Gondar,Royal City,No,0,4.7,73,Out of Stock,0,31.43,37x15x20 cm,24,2024-05-09,2025-12-05,Gondar Enterprises,3.9,"Home & Kitchen,Furniture,Gondar,Ethiopian-made"
ETP02754,Ethiopian Headphones Standard,,"Noise-cancelling headphones. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Hawassa, Lake Side. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ headphones,Electronics,Headphones,60500,ETB,Hisense Ethiopia,Made in Dire Dawa,Hawassa,Lake Side,No,0,5.0,179,In Stock,3,7.55,98x11x41 cm,6,2025-03-07,2025-12-05,Hawassa Mart,4.4,"Electronics,Headphones,Hawassa,Imported"
ETP09754,ከፍተኛ ልብስ ማክስ,ሃይለ ልብስ,"Story books. Made in Ethiopia with high quality materials. Suitable for home use. Available in Hawassa, Lake Side. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ children,Books,Children,200,ETB,EPHI Press,Made in Ethiopia,Hawassa,Lake Side,Yes,3,4.2,292,In Stock,119,46.86,38x35x24 cm,3,2025-06-01,2025-12-14,Hawassa Store,3.6,"Books,Children,Hawassa,Ethiopian-made"
ETP06232,ከፍተኛ ሻይ ኤክስ,ሰላም ጠረጴዛ,"Smart TVs. Made in Ethiopia with high quality materials. Suitable for office use. Available in Addis Ababa, Megenagna. ",,Electronics,TVs,30600,ETB,TECNO Mobile,Made in Ethiopia,Addis Ababa,Megenagna,No,0,4.1,346,Out of Stock,0,16.28,32x16x30 cm,24,2025-02-12,2025-12-07,Addis Ababa Trading,3.3,"Electronics,TVs,Addis Ababa,Ethiopian-made"
ETP02877,ሃይለ ሻይ ዩኒቭርሳል,,"Traditional baskets. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Addis Ababa, Merkato. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ bags,Fashion,Bags,1200,ETB,Meskel Square Designs,Made in Bahir Dar,Addis Ababa,Merkato,No,0,2.9,407,In Stock,615,1.09,20x61x31 cm,12,2025-11-30,2025-12-16,Addis Ababa Mart,4.2,"Fashion,Bags,Addis Ababa,Imported"
ETP05324,Ethiopian Storage Premium,ሃይለ ጠረጴዛ,"Clothing storage. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Addis Ababa, Merkato. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ storage,Home & Kitchen,Storage,5500,ETB,Meskel Furnishings,Made in Addis Ababa,Addis Ababa,Merkato,No,0,4.4,253,Out of Stock,0,20.46,59x78x41 cm,0,2025-03-02,2025-12-14,Addis Ababa Enterprises,4.7,"Home & Kitchen,Storage,Addis Ababa,Ethiopian-made"
ETP00800,ብርሃን ቲቪ ፕሮ,,"Training gear. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Addis Ababa, Megenagna. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ football,Sports,Football,1500,ETB,Nike Ethiopia,Made in Ethiopia,Addis Ababa,Megenagna,Yes,1,4.3,282,In Stock,184,31.43,49x87x38 cm,0,2024-10-07,2025-12-12,Addis Ababa Mart,3.2,"Sports,Football,Addis Ababa,Ethiopian-made"
ETP03571,Ethiopian Fiction Plus,,"Children's books. Made in Ethiopia with high quality materials. Suitable for office use. Available in Addis Ababa, Piassa. ",,Books,Fiction,2900,ETB,Mega Publishing,Made in Ethiopia,Addis Ababa,Piassa,No,0,4.8,463,Low Stock,99,20.05,35x85x34 cm,24,2025-04-22,2025-12-08,Addis Ababa Shop,5.0,"Books,Fiction,Addis Ababa,Ethiopian-made"
ETP02895,ስማርት ላፕቶፕ ኤስ,ከፍተኛ ሻይ,"Traditional jewelry. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Gondar, Royal City. Perfect for holiday season. ",,Fashion,Accessories,3100,ETB,Addis Fashion,Made in Ethiopia,Gondar,Royal City,No,0,4.6,110,Out of Stock,0,7.69,31x56x42 cm,6,2025-01-21,2025-12-04,Gondar Mart,3.2,"Fashion,Accessories,Gondar,Ethiopian-made"
ETP02928,ስማርት ቡና ዩኒቭርሳል,ሰላም ላፕቶፕ,"Running shoes. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Addis Ababa, Merkato. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ running,Sports,Running,24000,ETB,Adidas Ethiopia,Made in Bahir Dar,Addis Ababa,Merkato,No,0,4.6,217,Low Stock,510,14.79,63x41x10 cm,12,2024-06-24,2025-11-27,Addis Ababa Enterprises,4.1,"Sports,Running,Addis Ababa,Ethiopian-made"
ETP08179,ኢትዮጵያ ቲቪ ኤክስ,,"Business laptops. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Addis Ababa, Megenagna. ",,Electronics,Laptops,5500,ETB,LG Ethiopia,Made in Ethiopia,Addis Ababa,Megenagna,No,0,4.6,1,In Stock,475,18.23,40x20x20 cm,12,2025-10-20,2025-12-04,Addis Ababa Store,3.3,"Electronics,Laptops,Addis Ababa,Imported"
ETP00972,ኢትዮጵያ ቡና ፕሮ,ባህላዊ መጽሐፍ,"Hair care products. Made in Ethiopia with high quality materials. Suitable for home use. Available in Jijiga, Regional Center. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ personal care,Health & Beauty,Personal Care,200,ETB,Ethio Pharma,Made in Bahir Dar,Jijiga,Regional Center,No,0,4.6,325,Out of Stock,0,39.97,27x82x43 cm,6,2025-09-01,2025-11-27,Jijiga Trading,4.2,"Health & Beauty,Personal Care,Jijiga,Imported"
ETP06688,Ethiopian Football Premium,ኢትዮጵያ ሻይ,"Team jerseys. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Bahir Dar, City Center. ",,Sports,Football,700,ETB,Adidas Ethiopia,Made in Bahir Dar,Bahir Dar,City Center,No,0,4.6,439,In Stock,703,8.05,51x21x36 cm,6,2024-06-12,2025-12-01,Bahir Dar Store,4.4,"Sports,Football,Bahir Dar,Ethiopian-made"
ETP08576,ኢትዮጵያ ጠረጴዛ ኤክስ,ኢትዮጵያ ሻይ,"Sports shoes. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Gondar, Royal City. ",,Fashion,Shoes,10200,ETB,Habesha Wear,Made in Dire Dawa,Gondar,Royal City,No,0,4.6,290,In Stock,292,13.96,79x90x5 cm,6,2024-04-30,2025-12-12,Gondar Store,3.2,"Fashion,Shoes,Gondar,Ethiopian-made"
ETP02021,Ethiopian Cameras Standard,ማርያም ሻይ,"Mirrorless cameras. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Jijiga, Regional Center. ",,Electronics,Cameras,61100,ETB,LG Ethiopia,Made in Bahir Dar,Jijiga,Regional Center,Yes,2,5.0,269,In Stock,904,5.25,90x56x32 cm,0,2025-02-12,2025-12-15,Jijiga Enterprises,4.2,"Electronics,Cameras,Jijiga,Imported"
ETP09055,ሰላም ሻይ ሊት,,"Ethiopian history books. Made in Ethiopia with high quality materials. Suitable for office use. Available in Adama, Bishoftu Road. Perfect for rainy season. ",,Books,History,900,ETB,Kuraz Books,Made in Bahir Dar,Adama,Bishoftu Road,Yes,5,4.2,191,In Stock,347,23.63,49x99x48 cm,3,2024-04-03,2025-12-03,Adama Enterprises,3.5,"Books,History,Adama,Ethiopian-made"
ETP00953,Ethiopian Headphones Pro,ኢትዮጵያ ጠረጴዛ,"Gaming headsets. Made in Ethiopia with high quality materials. Suitable for personal use. Available in Addis Ababa, Megenagna. Perfect for Ethiopian New Year. ",,Electronics,Headphones,60500,ETB,Samsung Ethiopia,Made in Dire Dawa,Addis Ababa,Megenagna,Yes,1,4.5,474,In Stock,199,29.91,62x68x11 cm,0,2025-11-12,2025-11-29,Addis Ababa Trading,4.1,"Electronics,Headphones,Addis Ababa,Ethiopian-made"
ETP05360,ማርያም ላፕቶፕ ሊት,ሰላም መጽሐፍ,"Washing machines. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Addis Ababa, Bole. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ appliances,Home & Kitchen,Appliances,35800,ETB,Awash Furniture,Made in Ethiopia,Addis Ababa,Bole,No,0,4.6,490,Low Stock,611,26.85,85x74x7 cm,24,2024-09-17,2025-12-08,Addis Ababa Mart,3.8,"Home & Kitchen,Appliances,Addis Ababa,Ethiopian-made"
ETP03858,ማርያም ጠረጴዛ ፕላስ,ማርያም ልብስ,"Clothing storage. Made in Ethiopia with high quality materials. Suitable for office use. Available in Addis Ababa, Piassa. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ storage,Home & Kitchen,Storage,9600,ETB,Meskel Furnishings,Made in Addis Ababa,Addis Ababa,Piassa,Yes,1,3.4,71,In Stock,27,37.39,17x52x22 cm,3,2025-06-14,2025-12-01,Addis Ababa Enterprises,3.0,"Home & Kitchen,Storage,Addis Ababa,Ethiopian-made"
ETP05862,ባህላዊ ማሽን ሊት,,"Football equipment. Made in Ethiopia with high quality materials. Suitable for office use. Available in Jijiga, Regional Center. ",,Sports,Football,1400,ETB,Adidas Ethiopia,Made in Ethiopia,Jijiga,Regional Center,Yes,2,3.1,181,In Stock,336,41.57,42x48x48 cm,6,2024-09-22,2025-11-28,Jijiga Store,4.1,"Sports,Football,Jijiga,Ethiopian-made"
ETP03146,ኢትዮጵያ ካሜራ ፕላስ,ብርሃን ጠረጴዛ,"Team jerseys. Made in Ethiopia with high quality materials. Suitable for office use. Available in Hawassa, Lake Side. Perfect for holiday season. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ football,Sports,Football,10100,ETB,Adidas Ethiopia,Made in Addis Ababa,Hawassa,Lake Side,Yes,1,3.2,485,In Stock,289,17.26,11x81x40 cm,24,2024-04-02,2025-12-02,Hawassa Store,3.7,"Sports,Football,Hawassa,Ethiopian-made"
ETP03306,Ethiopian Gym Equipment Pro,ማርያም ሻይ,"Exercise machines. Made in Ethiopia with high quality materials. Suitable for home use. Available in Bahir Dar, City Center. ",,Sports,Gym Equipment,16100,ETB,Abebe Bikila Sports,Made in Addis Ababa,Bahir Dar,City Center,No,0,3.2,321,Low Stock,467,27.17,70x80x9 cm,0,2024-11-15,2025-11-18,Bahir Dar Shop,4.1,"Sports,Gym Equipment,Bahir Dar,Ethiopian-made"
ETP03007,Ethiopian Cosmetics Plus,ሰላም መጽሐፍ,"Modern makeup. Made in Ethiopia with high quality materials. Suitable for office use. Available in Addis Ababa, Bole. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ cosmetics,Health & Beauty,Cosmetics,400,ETB,Lucy Beauty,Made in Dire Dawa,Addis Ababa,Bole,Yes,1,3.4,263,In Stock,262,12.68,43x34x12 cm,0,2025-06-11,2025-12-13,Addis Ababa Trading,3.1,"Health & Beauty,Cosmetics,Addis Ababa,Ethiopian-made"
ETP09002,ዘመናዊ ቡና ፕላስ,ሰላም ሻይ,"Refrigerators. Made in Ethiopia with high quality materials. Suitable for office use. Available in Mekelle, Downtown. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ appliances,Home & Kitchen,Appliances,15200,ETB,Meskel Furnishings,Made in Bahir Dar,Mekelle,Downtown,Yes,2,3.8,26,In Stock,811,48.38,23x34x8 cm,0,2025-02-17,2025-11-22,Mekelle Trading,3.4,"Home & Kitchen,Appliances,Mekelle,Imported"
ETP07771,Ethiopian Outdoor Premium,,"Camping gear. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Dire Dawa, Kezira. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ outdoor,Sports,Outdoor,1200,ETB,Ethiopian Olympics,Made in Bahir Dar,Dire Dawa,Kezira,No,0,4.6,369,Out of Stock,0,12.98,39x42x48 cm,6,2025-03-15,2025-11-18,Dire Dawa Mart,4.4,"Sports,Outdoor,Dire Dawa,Imported"
ETP07439,Ethiopian Outdoor Elite,ኢትዮጵያ ጠረጴዛ,"Hiking equipment. Made in Ethiopia with high quality materials. Suitable for office use. Available in Jimma, Main Market. ",,Sports,Outdoor,7100,ETB,Nike Ethiopia,Made in Ethiopia,Jimma,Main Market,Yes,3,4.6,490,In Stock,786,30.12,87x16x12 cm,24,2025-08-07,2025-12-14,Jimma Trading,3.9,"Sports,Outdoor,Jimma,Ethiopian-made"
ETP07943,ኢትዮጵያ ቡና ስፔሻል,ከፍተኛ ሻይ,"Office furniture. Made in Ethiopia with high quality materials. Suitable for office use. Available in Addis Ababa, Bole. ",,Home & Kitchen,Furniture,28200,ETB,Awash Furniture,Made in Bahir Dar,Addis Ababa,Bole,No,0,4.8,27,Out of Stock,0,21.47,54x45x5 cm,0,2024-08-16,2025-12-01,Addis Ababa Enterprises,3.2,"Home & Kitchen,Furniture,Addis Ababa,Ethiopian-made"
ETP09239,Ethiopian Running Plus,ዘመናዊ ልብስ,"Athletic wear. Made in Ethiopia with high quality materials. Suitable for home use. Available in Adama, Bishoftu Road. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ running,Sports,Running,2100,ETB,Nike Ethiopia,Made in Dire Dawa,Adama,Bishoftu Road,No,0,3.8,313,Low Stock,157,38.55,15x81x25 cm,12,2025-02-26,2025-12-16,Adama Store,4.9,"Sports,Running,Adama,Ethiopian-made"
ETP01057,Ethiopian Spices Elite,ባህላዊ ጠረጴዛ,"Berbere spice. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Addis Ababa, Bole. Perfect for dry season. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ spices,Food & Beverages,Spices,1300,ETB,Sheba Honey,Made in Dire Dawa,Addis Ababa,Bole,Yes,3,4.8,334,In Stock,545,10.39,41x77x10 cm,24,2024-11-08,2025-12-09,Addis Ababa Trading,3.8,"Food & Beverages,Spices,Addis Ababa,Ethiopian-made"
ETP03155,Ethiopian Tea & Coffee Plus,,"Ethiopian coffee beans. Made in Ethiopia with high quality materials. Suitable for office use. Available in Jimma, Main Market. Perfect for Ethiopian New Year. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ tea & coffee,Food & Beverages,Tea & Coffee,600,ETB,Sheba Honey,Made in Bahir Dar,Jimma,Main Market,Yes,6,5.0,81,In Stock,424,2.77,63x13x17 cm,12,2024-05-26,2025-11-22,Jimma Store,4.4,"Food & Beverages,Tea & Coffee,Jimma,Ethiopian-made"
ETP03788,Ethiopian Football Premium,ሰላም ሻይ,"Team jerseys. Made in Ethiopia with high quality materials. Suitable for office use. Available in Adama, Bishoftu Road. ",,Sports,Football,800,ETB,Adidas Ethiopia,Made in Bahir Dar,Adama,Bishoftu Road,Yes,1,3.9,287,In Stock,44,24.67,68x51x9 cm,0,2024-02-12,2025-11-28,Adama Trading,4.4,"Sports,Football,Adama,Ethiopian-made"
ETP09190,Ethiopian Laptops Elite,ማርያም ልብስ,"Student laptops. Made in Ethiopia with high quality materials. Suitable for commercial use. Available in Hawassa, Lake Side. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ laptops,Electronics,Laptops,89500,ETB,LG Ethiopia,Made in Bahir Dar,Hawassa,Lake Side,No,0,3.6,192,Low Stock,856,37.12,51x90x46 cm,24,2024-05-29,2025-11-30,Hawassa Shop,3.2,"Electronics,Laptops,Hawassa,Ethiopian-made"
ETP07826,ማርያም ሻይ ፕሮ,,"Hats and caps. Made in Ethiopia with high quality materials. Suitable for home use. Available in Jimma, Main Market. Perfect for rainy season. ",,Fashion,Accessories,600,ETB,Habesha Wear,Made in Ethiopia,Jimma,Main Market,Yes,5,4.0,472,In Stock,596,7.17,85x92x5 cm,6,2025-11-28,2025-12-13,Jimma Store,4.3,"Fashion,Accessories,Jimma,Ethiopian-made"
ETP07540,ሃይለ ሻይ ስፔሻል,ሰላም ጠረጴዛ,"Children's books. Made in Ethiopia with high quality materials. Suitable for office use. Available in Dire Dawa, Kezira. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ fiction,Books,Fiction,450,ETB,EPHI Press,Made in Addis Ababa,Dire Dawa,Kezira,No,0,4.1,22,Low Stock,779,48.03,85x32x12 cm,24,2024-08-30,2025-12-14,Dire Dawa Enterprises,4.4,"Books,Fiction,Dire Dawa,Ethiopian-made"
ETP07232,Ethiopian Accessories Standard,,"Traditional jewelry. Made in Ethiopia with high quality materials. Suitable for home use. Available in Jimma, Main Market. Perfect for holiday season. ",ከፍተኛ ጥራት ያለው ኢትዮጵያዊ accessories,Fashion,Accessories,8900,ETB,Meskel Square Designs,Made in Ethiopia,Jimma,Main Market,No,0,3.5,410,Low Stock,837,30.31,23x77x50 cm,12,2024-03-22,2025-11-21,Jimma Store,4.5,"Fashion,Accessories,Jimma,Ethiopian-made"
